,Filename,Label,Prediction1,Prediction3a,Prediction3a_prob,Prediction3b,Prediction3b_prob,Prediction3c,Prediction3c_prob
2711,images_genus_shuffled_aspect_416/Quedius/Quedius fumatus_15.jpg,Quedius,Quedius,Euryporus,1.0127873e-06,Philonthus,2.0407479e-06,Quedius,0.9999949
2712,images_genus_shuffled_aspect_416/Quedius/Quedius fumatus_16.jpg,Quedius,Quedius,Acylophorus,3.9608294e-05,Euryporus,4.9900158e-05,Quedius,0.9998977
2713,images_genus_shuffled_aspect_416/Quedius/Quedius fumatus_34.jpg,Quedius,Quedius,Euryporus,1.9919423e-06,Philonthus,1.1172809e-05,Quedius,0.99998343
2714,images_genus_shuffled_aspect_416/Quedius/Quedius fumatus_37.jpg,Quedius,Quedius,Euryporus,1.04480925e-07,Philonthus,2.927469e-07,Quedius,0.9999994
2715,images_genus_shuffled_aspect_416/Quedius/Quedius fumatus_39.jpg,Quedius,Quedius,Dinothenarus,3.2286835e-08,Cafius,6.010851e-07,Quedius,0.9999994
2716,images_genus_shuffled_aspect_416/Quedius/Quedius fumatus_40.jpg,Quedius,Quedius,Acylophorus,1.533904e-08,Cafius,2.517838e-08,Quedius,1.0
2717,images_genus_shuffled_aspect_416/Quedius/Quedius fumatus_43.jpg,Quedius,Quedius,Euryporus,6.6317206e-08,Acylophorus,1.0338434e-07,Quedius,0.99999976
2718,images_genus_shuffled_aspect_416/Quedius/Quedius fumatus_54.jpg,Quedius,Quedius,Heterothops,7.7211445e-07,Acylophorus,3.0443522e-05,Quedius,0.9999665
2719,images_genus_shuffled_aspect_416/Quedius/Quedius fumatus_55.jpg,Quedius,Quedius,Euryporus,2.5025687e-07,Acylophorus,0.00012420623,Quedius,0.9998752
2720,images_genus_shuffled_aspect_416/Quedius/Quedius fumatus_59.jpg,Quedius,Quedius,Lithocharis,2.4949037e-07,Acylophorus,1.0510951e-06,Quedius,0.9999976
2721,images_genus_shuffled_aspect_416/Quedius/Quedius fumatus_60.jpg,Quedius,Quedius,Atrecus,2.3161544e-08,Acylophorus,4.8278697e-08,Quedius,0.9999999
2722,images_genus_shuffled_aspect_416/Quedius/Quedius fumatus_63.jpg,Quedius,Quedius,Euryporus,2.572054e-07,Acylophorus,1.3165732e-06,Quedius,0.9999976
2723,images_genus_shuffled_aspect_416/Quedius/Quedius fumatus_64.jpg,Quedius,Quedius,Euryporus,1.0798112e-06,Acylophorus,3.388616e-05,Quedius,0.99996233
2724,images_genus_shuffled_aspect_416/Quedius/Quedius fumatus_65.jpg,Quedius,Quedius,Euryporus,8.233035e-06,Acylophorus,0.000532506,Quedius,0.9994486
2725,images_genus_shuffled_aspect_416/Quedius/Quedius fumatus_71.jpg,Quedius,Quedius,Atrecus,2.6611211e-08,Acylophorus,6.093206e-07,Quedius,0.9999994
2726,images_genus_shuffled_aspect_416/Quedius/Quedius infuscatus_11.jpg,Quedius,Quedius,Acylophorus,9.2999164e-07,Heterothops,2.6752987e-06,Quedius,0.9999943
2727,images_genus_shuffled_aspect_416/Quedius/Quedius infuscatus_13.jpg,Quedius,Quedius,Atrecus,1.3981765e-05,Heterothops,0.000101783895,Quedius,0.9998729
2728,images_genus_shuffled_aspect_416/Quedius/Quedius infuscatus_18.jpg,Quedius,Quedius,Atrecus,1.0361823e-05,Heterothops,6.193759e-05,Quedius,0.9999212
2729,images_genus_shuffled_aspect_416/Quedius/Quedius lateralis_12.jpg,Quedius,Quedius,Ocypus,0.00021288026,Velleius,0.006595824,Quedius,0.9927914
2730,images_genus_shuffled_aspect_416/Quedius/Quedius lateralis_14.jpg,Quedius,Quedius,Tasgius,5.5410586e-05,Velleius,8.6494205e-05,Quedius,0.99982965
2731,images_genus_shuffled_aspect_416/Quedius/Quedius lateralis_22.jpg,Quedius,Quedius,Euryporus,1.9984589e-06,Velleius,2.1228663e-05,Quedius,0.99997175
2732,images_genus_shuffled_aspect_416/Quedius/Quedius lateralis_23.jpg,Quedius,Quedius,Tasgius,6.7567744e-06,Velleius,2.0058933e-05,Quedius,0.9999633
2733,images_genus_shuffled_aspect_416/Quedius/Quedius lateralis_26.jpg,Quedius,Quedius,Euryporus,0.00012947571,Velleius,0.0021318363,Quedius,0.9974451
2734,images_genus_shuffled_aspect_416/Quedius/Quedius lateralis_29.jpg,Quedius,Quedius,Ocypus,1.1512061e-06,Velleius,1.857476e-05,Quedius,0.9999784
2735,images_genus_shuffled_aspect_416/Quedius/Quedius lateralis_30.jpg,Quedius,Quedius,Euryporus,1.1100719e-05,Velleius,0.00015976647,Quedius,0.99981123
2736,images_genus_shuffled_aspect_416/Quedius/Quedius lateralis_32.jpg,Quedius,Quedius,Philonthus,0.0020866275,Tasgius,0.0063308557,Quedius,0.99070495
2737,images_genus_shuffled_aspect_416/Quedius/Quedius lateralis_54.jpg,Quedius,Quedius,Platydracus,9.6893355e-06,Velleius,0.00029080763,Quedius,0.99967146
2738,images_genus_shuffled_aspect_416/Quedius/Quedius lateralis_58.jpg,Quedius,Quedius,Euryporus,1.40111215e-05,Velleius,5.3978674e-05,Quedius,0.9999294
2739,images_genus_shuffled_aspect_416/Quedius/Quedius lateralis_59.jpg,Quedius,Quedius,Velleius,8.2510756e-05,Euryporus,0.00010654675,Quedius,0.9997867
2740,images_genus_shuffled_aspect_416/Quedius/Quedius lateralis_6.jpg,Quedius,Quedius,Platydracus,6.4667793e-06,Velleius,0.00021468014,Quedius,0.9997646
2741,images_genus_shuffled_aspect_416/Quedius/Quedius levicollis_11.jpg,Quedius,Quedius,Velleius,8.09095e-06,Ocypus,8.097535e-06,Quedius,0.9999738
2742,images_genus_shuffled_aspect_416/Quedius/Quedius levicollis_15.jpg,Quedius,Quedius,Ocypus,0.0004582663,Velleius,0.0007745245,Quedius,0.99849164
2743,images_genus_shuffled_aspect_416/Quedius/Quedius levicollis_16.jpg,Quedius,Quedius,Tasgius,1.47966875e-05,Velleius,9.175359e-05,Quedius,0.99985874
2744,images_genus_shuffled_aspect_416/Quedius/Quedius levicollis_19.jpg,Quedius,Quedius,Ocypus,0.01550516,Velleius,0.32364476,Quedius,0.5948473
2745,images_genus_shuffled_aspect_416/Quedius/Quedius levicollis_23.jpg,Quedius,Quedius,Ocypus,2.5497702e-05,Velleius,9.336987e-05,Quedius,0.9998524
2746,images_genus_shuffled_aspect_416/Quedius/Quedius levicollis_24.jpg,Quedius,Quedius,Velleius,0.00026275322,Ocypus,0.0052878363,Quedius,0.9943756
2747,images_genus_shuffled_aspect_416/Quedius/Quedius levicollis_25.jpg,Quedius,Quedius,Ocypus,9.713552e-05,Philonthus,0.00061231793,Quedius,0.9991233
2748,images_genus_shuffled_aspect_416/Quedius/Quedius levicollis_30.jpg,Quedius,Quedius,Philonthus,7.575661e-05,Ocypus,0.00045407435,Quedius,0.9993344
2749,images_genus_shuffled_aspect_416/Quedius/Quedius levicollis_38.jpg,Quedius,Quedius,Ocypus,0.00058203685,Velleius,0.0008373163,Quedius,0.99802715
2750,images_genus_shuffled_aspect_416/Quedius/Quedius longicornis_15.jpg,Quedius,Quedius,Othius,6.735752e-07,Acylophorus,8.647446e-06,Quedius,0.99998903
2751,images_genus_shuffled_aspect_416/Quedius/Quedius longicornis_29.jpg,Quedius,Quedius,Othius,5.1967454e-06,Atrecus,1.5928954e-05,Quedius,0.999972
2752,images_genus_shuffled_aspect_416/Quedius/Quedius longicornis_38.jpg,Quedius,Quedius,Paederus,0.00035188897,Atrecus,0.002318577,Quedius,0.9972071
2753,images_genus_shuffled_aspect_416/Quedius/Quedius longicornis_40.jpg,Quedius,Quedius,Atrecus,1.5552616e-06,Gyrohypnus,2.0569432e-06,Quedius,0.9999908
2754,images_genus_shuffled_aspect_416/Quedius/Quedius longicornis_46.jpg,Quedius,Quedius,Tasgius,3.363523e-05,Velleius,4.057791e-05,Quedius,0.99988735
2755,images_genus_shuffled_aspect_416/Quedius/Quedius longicornis_50.jpg,Quedius,Quedius,Acylophorus,2.4500146e-06,Philonthus,3.0991712e-06,Quedius,0.99998844
2756,images_genus_shuffled_aspect_416/Quedius/Quedius longicornis_52.jpg,Quedius,Quedius,Acylophorus,1.9335825e-05,Paederus,4.2485965e-05,Quedius,0.9998864
2757,images_genus_shuffled_aspect_416/Quedius/Quedius longicornis_54.jpg,Quedius,Quedius,Othius,1.7561465e-06,Velleius,6.063905e-06,Quedius,0.99998605
2758,images_genus_shuffled_aspect_416/Quedius/Quedius longicornis_61.jpg,Quedius,Quedius,Othius,0.0002126185,Tasgius,0.00050759723,Quedius,0.9990446
2759,images_genus_shuffled_aspect_416/Quedius/Quedius longicornis_62.jpg,Quedius,Quedius,Acylophorus,2.2434967e-06,Tasgius,7.417459e-06,Quedius,0.9999896
2760,images_genus_shuffled_aspect_416/Quedius/Quedius longicornis_65.jpg,Quedius,Quedius,Tasgius,2.3023217e-06,Acylophorus,2.2155504e-05,Quedius,0.99997306
2761,images_genus_shuffled_aspect_416/Quedius/Quedius longicornis_68.jpg,Quedius,Quedius,Euryporus,8.448004e-06,Acylophorus,9.663708e-06,Quedius,0.99996305
2762,images_genus_shuffled_aspect_416/Quedius/Quedius longicornis_71.jpg,Quedius,Quedius,Paederus,1.1472254e-06,Acylophorus,3.643407e-06,Quedius,0.99998784
2763,images_genus_shuffled_aspect_416/Quedius/Quedius longicornis_74.jpg,Quedius,Quedius,Euryporus,1.7784618e-06,Othius,2.6223947e-06,Quedius,0.99998915
2764,images_genus_shuffled_aspect_416/Quedius/Quedius longicornis_75.jpg,Quedius,Quedius,Othius,4.7245486e-08,Acylophorus,8.439625e-08,Quedius,0.99999976
2765,images_genus_shuffled_aspect_416/Quedius/Quedius lucidulus_14.jpg,Quedius,Quedius,Acylophorus,1.4867702e-06,Lithocharis,3.5085168e-06,Quedius,0.9999913
2766,images_genus_shuffled_aspect_416/Quedius/Quedius lucidulus_18.jpg,Quedius,Quedius,Acylophorus,1.0451203e-08,Lithocharis,2.6970964e-08,Quedius,1.0
2767,images_genus_shuffled_aspect_416/Quedius/Quedius lucidulus_28.jpg,Quedius,Quedius,Euryporus,2.7037814e-08,Acylophorus,1.6947196e-07,Quedius,0.99999976
2768,images_genus_shuffled_aspect_416/Quedius/Quedius lucidulus_36.jpg,Quedius,Quedius,Acylophorus,0.0008333888,Heterothops,0.0032308046,Quedius,0.9957579
2769,images_genus_shuffled_aspect_416/Quedius/Quedius lucidulus_47.jpg,Quedius,Quedius,Lithocharis,9.3969487e-07,Philonthus,1.0146571e-06,Quedius,0.999995
2770,images_genus_shuffled_aspect_416/Quedius/Quedius lucidulus_50.jpg,Quedius,Quedius,Gyrohypnus,2.065975e-06,Acylophorus,1.6142587e-05,Quedius,0.99997747
2771,images_genus_shuffled_aspect_416/Quedius/Quedius lucidulus_54.jpg,Quedius,Quedius,Othius,1.9834852e-06,Philonthus,6.6068014e-06,Quedius,0.99998677
2772,images_genus_shuffled_aspect_416/Quedius/Quedius lucidulus_56.jpg,Quedius,Quedius,Othius,2.5157594e-06,Philonthus,7.676105e-06,Quedius,0.99998367
2773,images_genus_shuffled_aspect_416/Quedius/Quedius lucidulus_58.jpg,Quedius,Quedius,Atrecus,7.7990205e-07,Lithocharis,4.649972e-06,Quedius,0.9999933
2774,images_genus_shuffled_aspect_416/Quedius/Quedius lucidulus_60.jpg,Quedius,Quedius,Atrecus,2.1478193e-07,Gyrohypnus,2.010668e-06,Quedius,0.999997
2775,images_genus_shuffled_aspect_416/Quedius/Quedius lucidulus_61.jpg,Quedius,Quedius,Heterothops,0.0004239876,Philonthus,0.0023688443,Quedius,0.9970298
2776,images_genus_shuffled_aspect_416/Quedius/Quedius lucidulus_67.jpg,Quedius,Quedius,Gyrohypnus,2.8055751e-06,Philonthus,9.209431e-06,Quedius,0.9999782
2777,images_genus_shuffled_aspect_416/Quedius/Quedius lucidulus_73.jpg,Quedius,Quedius,Atrecus,5.658731e-07,Lithocharis,2.6112807e-06,Quedius,0.99999547
2778,images_genus_shuffled_aspect_416/Quedius/Quedius lucidulus_74.jpg,Quedius,Quedius,Gyrohypnus,8.690938e-07,Lithocharis,1.2007376e-06,Quedius,0.99999774
2779,images_genus_shuffled_aspect_416/Quedius/Quedius lucidulus_79.jpg,Quedius,Quedius,Gyrohypnus,1.316382e-06,Acylophorus,2.418419e-06,Quedius,0.99999356
2780,images_genus_shuffled_aspect_416/Quedius/Quedius lucidulus_80.jpg,Quedius,Quedius,Gyrohypnus,3.32978e-06,Heterothops,5.4881122e-05,Quedius,0.999933
2781,images_genus_shuffled_aspect_416/Quedius/Quedius lucidulus_84.jpg,Quedius,Quedius,Lithocharis,6.8996764e-07,Philonthus,7.66297e-07,Quedius,0.9999976
2782,images_genus_shuffled_aspect_416/Quedius/Quedius maurorufus_19.jpg,Quedius,Quedius,Euryporus,6.4417945e-06,Acylophorus,9.992964e-05,Quedius,0.99987805
2783,images_genus_shuffled_aspect_416/Quedius/Quedius maurorufus_20.jpg,Quedius,Quedius,Euryporus,3.3923727e-05,Philonthus,0.00034645587,Quedius,0.9996007
2784,images_genus_shuffled_aspect_416/Quedius/Quedius maurorufus_22.jpg,Quedius,Quedius,Lithocharis,9.149702e-08,Othius,4.53805e-07,Quedius,0.9999993
2785,images_genus_shuffled_aspect_416/Quedius/Quedius maurorufus_24.jpg,Quedius,Quedius,Acylophorus,4.5990593e-05,Euryporus,8.199539e-05,Quedius,0.9998343
2786,images_genus_shuffled_aspect_416/Quedius/Quedius maurorufus_27.jpg,Quedius,Quedius,Acylophorus,8.314598e-05,Philonthus,0.0005629921,Quedius,0.9992698
2787,images_genus_shuffled_aspect_416/Quedius/Quedius maurorufus_35.jpg,Quedius,Quedius,Gyrohypnus,1.8357362e-06,Achenium,4.317596e-06,Quedius,0.9999906
2788,images_genus_shuffled_aspect_416/Quedius/Quedius maurorufus_36.jpg,Quedius,Quedius,Achenium,2.6764242e-06,Euryporus,3.6755205e-06,Quedius,0.9999857
2789,images_genus_shuffled_aspect_416/Quedius/Quedius maurorufus_38.jpg,Quedius,Quedius,Euryporus,5.1836366e-07,Philonthus,6.1900647e-07,Quedius,0.9999969
2790,images_genus_shuffled_aspect_416/Quedius/Quedius maurorufus_47.jpg,Quedius,Quedius,Erichsonius,6.2968024e-07,Acylophorus,1.1226183e-06,Quedius,0.9999976
2791,images_genus_shuffled_aspect_416/Quedius/Quedius maurorufus_55.jpg,Quedius,Quedius,Othius,2.2081272e-07,Philonthus,7.062261e-07,Quedius,0.9999988
2792,images_genus_shuffled_aspect_416/Quedius/Quedius maurorufus_59.jpg,Quedius,Quedius,Philonthus,3.340106e-08,Othius,2.518583e-07,Quedius,0.99999964
2793,images_genus_shuffled_aspect_416/Quedius/Quedius maurorufus_62.jpg,Quedius,Quedius,Euryporus,2.4744043e-08,Acylophorus,5.10381e-08,Quedius,0.9999999
2794,images_genus_shuffled_aspect_416/Quedius/Quedius maurorufus_68.jpg,Quedius,Quedius,Euryporus,4.7161616e-06,Philonthus,1.7938066e-05,Quedius,0.99997103
2795,images_genus_shuffled_aspect_416/Quedius/Quedius maurorufus_69.jpg,Quedius,Quedius,Othius,3.708177e-08,Euryporus,2.9291564e-07,Quedius,0.9999995
2796,images_genus_shuffled_aspect_416/Quedius/Quedius maurorufus_73.jpg,Quedius,Quedius,Philonthus,6.15768e-07,Acylophorus,2.1742544e-06,Quedius,0.9999956
2797,images_genus_shuffled_aspect_416/Quedius/Quedius maurorufus_76.jpg,Quedius,Quedius,Lithocharis,1.2758005e-08,Othius,1.8805473e-08,Quedius,1.0
2798,images_genus_shuffled_aspect_416/Quedius/Quedius maurorufus_81.jpg,Quedius,Quedius,Euryporus,7.87514e-06,Acylophorus,8.913637e-05,Quedius,0.9998827
2799,images_genus_shuffled_aspect_416/Quedius/Quedius maurus_17.jpg,Quedius,Quedius,Philonthus,6.7294144e-07,Acylophorus,1.47873425e-05,Quedius,0.99998236
2800,images_genus_shuffled_aspect_416/Quedius/Quedius maurus_18.jpg,Quedius,Quedius,Velleius,2.8396502e-05,Tasgius,0.0001393834,Quedius,0.99977726
2801,images_genus_shuffled_aspect_416/Quedius/Quedius maurus_27.jpg,Quedius,Philonthus,Bisnius,0.0037028517,Quedius,0.23343366,Philonthus,0.75807476
2802,images_genus_shuffled_aspect_416/Quedius/Quedius maurus_30.jpg,Quedius,Quedius,Acylophorus,8.998918e-07,Euryporus,1.0988135e-06,Quedius,0.9999958
2803,images_genus_shuffled_aspect_416/Quedius/Quedius maurus_38.jpg,Quedius,Quedius,Velleius,4.958086e-06,Euryporus,7.290716e-06,Quedius,0.9999763
2804,images_genus_shuffled_aspect_416/Quedius/Quedius maurus_43.jpg,Quedius,Quedius,Euryporus,3.0110241e-05,Philonthus,3.8210354e-05,Quedius,0.9998982
2805,images_genus_shuffled_aspect_416/Quedius/Quedius maurus_5.jpg,Quedius,Quedius,Velleius,3.3596675e-07,Philonthus,2.8365844e-06,Quedius,0.99999547
2806,images_genus_shuffled_aspect_416/Quedius/Quedius maurus_50.jpg,Quedius,Quedius,Velleius,5.185277e-07,Acylophorus,1.6817611e-06,Quedius,0.99999666
2807,images_genus_shuffled_aspect_416/Quedius/Quedius maurus_7.jpg,Quedius,Quedius,Philonthus,1.3424304e-05,Acylophorus,5.9083504e-05,Quedius,0.99992
2808,images_genus_shuffled_aspect_416/Quedius/Quedius maurus_9.jpg,Quedius,Quedius,Tasgius,7.094007e-06,Acylophorus,2.3571734e-05,Quedius,0.99995613
2809,images_genus_shuffled_aspect_416/Quedius/Quedius mesomelinus_18.jpg,Quedius,Quedius,Philonthus,1.6240552e-06,Velleius,2.3533835e-06,Quedius,0.99998975
2810,images_genus_shuffled_aspect_416/Quedius/Quedius mesomelinus_22.jpg,Quedius,Quedius,Othius,5.6011077e-06,Velleius,6.7567603e-06,Quedius,0.99997354
2811,images_genus_shuffled_aspect_416/Quedius/Quedius mesomelinus_23.jpg,Quedius,Quedius,Velleius,1.0462371e-06,Othius,1.7593156e-06,Quedius,0.9999943
2812,images_genus_shuffled_aspect_416/Quedius/Quedius mesomelinus_24.jpg,Quedius,Quedius,Platydracus,6.1094597e-06,Velleius,1.4738092e-05,Quedius,0.9999516
2813,images_genus_shuffled_aspect_416/Quedius/Quedius mesomelinus_26.jpg,Quedius,Quedius,Othius,2.9001455e-06,Velleius,1.9904097e-05,Quedius,0.9999685
2814,images_genus_shuffled_aspect_416/Quedius/Quedius mesomelinus_28.jpg,Quedius,Quedius,Euryporus,9.468031e-07,Velleius,1.5258516e-06,Quedius,0.99999595
2815,images_genus_shuffled_aspect_416/Quedius/Quedius mesomelinus_29.jpg,Quedius,Quedius,Othius,8.231836e-05,Philonthus,0.002194996,Quedius,0.9977075
2816,images_genus_shuffled_aspect_416/Quedius/Quedius mesomelinus_35.jpg,Quedius,Quedius,Acylophorus,9.1629767e-07,Tasgius,3.1127524e-06,Quedius,0.9999943
2817,images_genus_shuffled_aspect_416/Quedius/Quedius mesomelinus_39.jpg,Quedius,Quedius,Velleius,2.2847993e-05,Euryporus,2.6307587e-05,Quedius,0.9999305
2818,images_genus_shuffled_aspect_416/Quedius/Quedius mesomelinus_41.jpg,Quedius,Quedius,Othius,1.8330982e-06,Achenium,3.1532227e-06,Quedius,0.9999906
2819,images_genus_shuffled_aspect_416/Quedius/Quedius mesomelinus_46.jpg,Quedius,Quedius,Velleius,4.452824e-06,Tasgius,8.559827e-06,Quedius,0.9999808
2820,images_genus_shuffled_aspect_416/Quedius/Quedius mesomelinus_66.jpg,Quedius,Quedius,Euryporus,1.8224189e-07,Philonthus,2.6113733e-07,Quedius,0.99999905
2821,images_genus_shuffled_aspect_416/Quedius/Quedius mesomelinus_70.jpg,Quedius,Quedius,Gyrohypnus,1.2778461e-06,Euryporus,3.477089e-06,Quedius,0.9999902
2822,images_genus_shuffled_aspect_416/Quedius/Quedius mesomelinus_73.jpg,Quedius,Quedius,Cafius,4.2445456e-05,Tasgius,0.00038884356,Quedius,0.9995048
2823,images_genus_shuffled_aspect_416/Quedius/Quedius mesomelinus_74.jpg,Quedius,Quedius,Gyrohypnus,0.00013095788,Philonthus,0.00083120674,Quedius,0.9988171
2824,images_genus_shuffled_aspect_416/Quedius/Quedius microps_100.jpg,Quedius,Quedius,Gyrohypnus,2.9856508e-06,Atrecus,3.2322755e-06,Quedius,0.9999926
2825,images_genus_shuffled_aspect_416/Quedius/Quedius microps_21.jpg,Quedius,Quedius,Gyrohypnus,1.4069691e-06,Acylophorus,2.3771613e-06,Quedius,0.9999949
2826,images_genus_shuffled_aspect_416/Quedius/Quedius microps_24.jpg,Quedius,Quedius,Lithocharis,1.8449911e-05,Atrecus,0.00014311867,Quedius,0.9998196
2827,images_genus_shuffled_aspect_416/Quedius/Quedius microps_25.jpg,Quedius,Quedius,Heterothops,4.8231664e-07,Atrecus,2.3164187e-06,Quedius,0.99999654
2828,images_genus_shuffled_aspect_416/Quedius/Quedius microps_30.jpg,Quedius,Quedius,Acylophorus,1.2235808e-05,Atrecus,1.4783063e-05,Quedius,0.9999676
2829,images_genus_shuffled_aspect_416/Quedius/Quedius microps_31.jpg,Quedius,Quedius,Heterothops,0.00011603597,Atrecus,0.00025673342,Quedius,0.99954224
2830,images_genus_shuffled_aspect_416/Quedius/Quedius microps_38.jpg,Quedius,Quedius,Velleius,1.8559606e-06,Heterothops,4.137499e-06,Quedius,0.9999877
2831,images_genus_shuffled_aspect_416/Quedius/Quedius microps_44.jpg,Quedius,Quedius,Gyrohypnus,3.7452878e-06,Atrecus,6.744341e-06,Quedius,0.9999869
2832,images_genus_shuffled_aspect_416/Quedius/Quedius microps_48.jpg,Quedius,Quedius,Acylophorus,3.0958156e-05,Heterothops,5.0354723e-05,Quedius,0.9998927
2833,images_genus_shuffled_aspect_416/Quedius/Quedius microps_59.jpg,Quedius,Quedius,Philonthus,0.0013142967,Othius,0.0015309313,Quedius,0.9969008
2834,images_genus_shuffled_aspect_416/Quedius/Quedius microps_62.jpg,Quedius,Quedius,Philonthus,2.1604856e-06,Gyrohypnus,5.4219227e-06,Quedius,0.9999914
2835,images_genus_shuffled_aspect_416/Quedius/Quedius microps_64.jpg,Quedius,Quedius,Heterothops,3.7461614e-05,Lithocharis,8.694841e-05,Quedius,0.99980384
2836,images_genus_shuffled_aspect_416/Quedius/Quedius microps_67.jpg,Quedius,Quedius,Philonthus,3.8989972e-05,Othius,0.00059719424,Quedius,0.99929094
2837,images_genus_shuffled_aspect_416/Quedius/Quedius microps_71.jpg,Quedius,Quedius,Gyrohypnus,8.795054e-07,Acylophorus,9.990421e-06,Quedius,0.9999883
2838,images_genus_shuffled_aspect_416/Quedius/Quedius microps_72.jpg,Quedius,Quedius,Lithocharis,1.4566091e-06,Othius,4.7643844e-05,Quedius,0.99994886
2839,images_genus_shuffled_aspect_416/Quedius/Quedius microps_74.jpg,Quedius,Quedius,Acylophorus,4.1868047e-06,Gyrohypnus,7.297024e-06,Quedius,0.9999857
2840,images_genus_shuffled_aspect_416/Quedius/Quedius microps_78.jpg,Quedius,Quedius,Atrecus,3.5801926e-07,Acylophorus,1.4731406e-06,Quedius,0.99999714
2841,images_genus_shuffled_aspect_416/Quedius/Quedius microps_82.jpg,Quedius,Quedius,Lithocharis,1.5855127e-05,Othius,1.5875718e-05,Quedius,0.9999651
2842,images_genus_shuffled_aspect_416/Quedius/Quedius microps_85.jpg,Quedius,Quedius,Lithocharis,0.000102207996,Heterothops,0.00042935886,Quedius,0.9993162
2843,images_genus_shuffled_aspect_416/Quedius/Quedius microps_87.jpg,Quedius,Quedius,Philonthus,0.00070429716,Heterothops,0.008210427,Quedius,0.9904412
2844,images_genus_shuffled_aspect_416/Quedius/Quedius microps_95.jpg,Quedius,Quedius,Heterothops,2.2425154e-05,Othius,3.243522e-05,Quedius,0.99991775
2845,images_genus_shuffled_aspect_416/Quedius/Quedius molochinus_16.jpg,Quedius,Quedius,Ocypus,0.0001776945,Tasgius,0.00030426876,Quedius,0.9994412
2846,images_genus_shuffled_aspect_416/Quedius/Quedius molochinus_24.jpg,Quedius,Quedius,Tasgius,0.00051428884,Ocypus,0.0020892518,Quedius,0.9972817
2847,images_genus_shuffled_aspect_416/Quedius/Quedius molochinus_25.jpg,Quedius,Quedius,Tasgius,4.3042155e-06,Velleius,5.2557616e-06,Quedius,0.99998236
2848,images_genus_shuffled_aspect_416/Quedius/Quedius molochinus_27.jpg,Quedius,Quedius,Ocypus,0.00021501946,Velleius,0.0002494139,Quedius,0.99933773
2849,images_genus_shuffled_aspect_416/Quedius/Quedius molochinus_33.jpg,Quedius,Quedius,Euryporus,1.8266988e-05,Velleius,9.542325e-05,Quedius,0.99982136
2850,images_genus_shuffled_aspect_416/Quedius/Quedius molochinus_34.jpg,Quedius,Quedius,Velleius,4.025629e-06,Philonthus,9.06898e-06,Quedius,0.9999813
2851,images_genus_shuffled_aspect_416/Quedius/Quedius molochinus_39.jpg,Quedius,Quedius,Philonthus,0.0007530962,Euryporus,0.0008828108,Quedius,0.9978732
2852,images_genus_shuffled_aspect_416/Quedius/Quedius molochinus_45.jpg,Quedius,Quedius,Philonthus,1.6758032e-06,Othius,3.041695e-05,Quedius,0.99996495
2853,images_genus_shuffled_aspect_416/Quedius/Quedius molochinus_49.jpg,Quedius,Quedius,Ocypus,0.006299962,Philonthus,0.008872757,Quedius,0.97726125
2854,images_genus_shuffled_aspect_416/Quedius/Quedius molochinus_54.jpg,Quedius,Quedius,Euryporus,2.0579115e-05,Philonthus,6.0582708e-05,Quedius,0.99989045
2855,images_genus_shuffled_aspect_416/Quedius/Quedius molochinus_55.jpg,Quedius,Quedius,Tasgius,2.0507921e-05,Velleius,3.7527556e-05,Quedius,0.99992216
2856,images_genus_shuffled_aspect_416/Quedius/Quedius molochinus_56.jpg,Quedius,Quedius,Euryporus,0.00034214667,Cafius,0.0004442805,Quedius,0.9987947
2857,images_genus_shuffled_aspect_416/Quedius/Quedius molochinus_8.jpg,Quedius,Quedius,Euryporus,1.3342227e-05,Velleius,4.8615144e-05,Quedius,0.9999145
2858,images_genus_shuffled_aspect_416/Quedius/Quedius molochinus_9.jpg,Quedius,Quedius,Velleius,9.383448e-06,Tasgius,2.133573e-05,Quedius,0.9999615
2859,images_genus_shuffled_aspect_416/Quedius/Quedius nigriceps_12.jpg,Quedius,Quedius,Acylophorus,4.4434184e-08,Othius,1.1223633e-07,Quedius,0.99999976
2860,images_genus_shuffled_aspect_416/Quedius/Quedius nigriceps_13.jpg,Quedius,Quedius,Paederus,2.1192491e-08,Acylophorus,2.424633e-07,Quedius,0.99999976
2861,images_genus_shuffled_aspect_416/Quedius/Quedius nigriceps_17.jpg,Quedius,Quedius,Lithocharis,1.0736501e-07,Othius,3.4305483e-06,Quedius,0.9999962
2862,images_genus_shuffled_aspect_416/Quedius/Quedius nigriceps_19.jpg,Quedius,Quedius,Acylophorus,1.9466217e-05,Othius,0.00018781787,Quedius,0.99969137
2863,images_genus_shuffled_aspect_416/Quedius/Quedius nigriceps_22.jpg,Quedius,Quedius,Lithocharis,5.7342754e-07,Othius,1.1521636e-06,Quedius,0.9999974
2864,images_genus_shuffled_aspect_416/Quedius/Quedius nigriceps_25.jpg,Quedius,Quedius,Othius,4.052671e-07,Lithocharis,1.0847931e-06,Quedius,0.9999981
2865,images_genus_shuffled_aspect_416/Quedius/Quedius nigriceps_43.jpg,Quedius,Quedius,Othius,3.9771635e-07,Lithocharis,5.265505e-07,Quedius,0.9999982
2866,images_genus_shuffled_aspect_416/Quedius/Quedius nigriceps_5.jpg,Quedius,Quedius,Lithocharis,1.9696497e-06,Othius,4.1082044e-06,Quedius,0.99999094
2867,images_genus_shuffled_aspect_416/Quedius/Quedius nigriceps_6.jpg,Quedius,Quedius,Lithocharis,1.8528079e-05,Othius,0.00015106486,Quedius,0.99981576
