Filename,Prediction1,Prediction3
images_genus/Bisnius/Bisnius nitidulus_37.jpg,Rugilus,"[('Bisnius', 0.068738624), ('Lithocharis', 0.13069554), ('Rugilus', 0.33422202)]"
images_genus/Bisnius/Bisnius nitidulus_38.jpg,Rugilus,"[('Bisnius', 0.06915025), ('Lithocharis', 0.13209741), ('Rugilus', 0.32960933)]"
images_genus/Bisnius/Bisnius nitidulus_39.jpg,Rugilus,"[('Bisnius', 0.07006038), ('Lithocharis', 0.12955815), ('Rugilus', 0.341127)]"
images_genus/Bisnius/Bisnius nitidulus_40.jpg,Rugilus,"[('Bisnius', 0.06909962), ('Lithocharis', 0.13035709), ('Rugilus', 0.3363368)]"
images_genus/Bisnius/Bisnius nitidulus_41.jpg,Rugilus,"[('Bisnius', 0.06978239), ('Lithocharis', 0.12582876), ('Rugilus', 0.34331307)]"
images_genus/Bisnius/Bisnius parcus_3.jpg,Rugilus,"[('Bisnius', 0.069086336), ('Lithocharis', 0.12856649), ('Rugilus', 0.34078914)]"
images_genus/Bisnius/Bisnius parcus_4.jpg,Rugilus,"[('Bisnius', 0.06897914), ('Lithocharis', 0.12936914), ('Rugilus', 0.34123453)]"
images_genus/Bisnius/Bisnius parcus_5.jpg,Rugilus,"[('Bisnius', 0.068888016), ('Lithocharis', 0.12750983), ('Rugilus', 0.33875903)]"
images_genus/Bisnius/Bisnius parcus_6.jpg,Rugilus,"[('Bisnius', 0.06955439), ('Lithocharis', 0.12658589), ('Rugilus', 0.33749542)]"
images_genus/Bisnius/Bisnius parcus_7.jpg,Rugilus,"[('Bisnius', 0.069693916), ('Lithocharis', 0.1269395), ('Rugilus', 0.34441066)]"
images_genus/Bisnius/Bisnius parcus_8.jpg,Rugilus,"[('Bisnius', 0.06808118), ('Lithocharis', 0.13192414), ('Rugilus', 0.33084607)]"
images_genus/Bisnius/Bisnius parcus_9.jpg,Rugilus,"[('Bisnius', 0.068789594), ('Lithocharis', 0.13302317), ('Rugilus', 0.3394578)]"
images_genus/Bisnius/Bisnius pseudoparcus_2.jpg,Rugilus,"[('Bisnius', 0.06970187), ('Lithocharis', 0.12769178), ('Rugilus', 0.33867705)]"
images_genus/Bisnius/Bisnius pseudoparcus_3.jpg,Rugilus,"[('Bisnius', 0.068578884), ('Lithocharis', 0.12932967), ('Rugilus', 0.34075138)]"
images_genus/Bisnius/Bisnius pseudoparcus_4.jpg,Rugilus,"[('Bisnius', 0.068524495), ('Lithocharis', 0.131332), ('Rugilus', 0.33649653)]"
images_genus/Bisnius/Bisnius pseudoparcus_5.jpg,Rugilus,"[('Bisnius', 0.07093767), ('Lithocharis', 0.12642965), ('Rugilus', 0.34263209)]"
images_genus/Bisnius/Bisnius pseudoparcus_6.jpg,Rugilus,"[('Bisnius', 0.06936072), ('Lithocharis', 0.13003379), ('Rugilus', 0.34041995)]"
images_genus/Bisnius/Bisnius puella_3.jpg,Rugilus,"[('Bisnius', 0.06816963), ('Lithocharis', 0.1315277), ('Rugilus', 0.3322778)]"
images_genus/Bisnius/Bisnius puella_4.jpg,Rugilus,"[('Bisnius', 0.06765758), ('Lithocharis', 0.12938502), ('Rugilus', 0.33712322)]"
images_genus/Bisnius/Bisnius puella_5.jpg,Rugilus,"[('Bisnius', 0.06833488), ('Lithocharis', 0.13102764), ('Rugilus', 0.33544147)]"
images_genus/Bisnius/Bisnius puella_6.jpg,Rugilus,"[('Bisnius', 0.06792061), ('Lithocharis', 0.13196637), ('Rugilus', 0.33213276)]"
images_genus/Bisnius/Bisnius puella_7.jpg,Rugilus,"[('Bisnius', 0.06825104), ('Lithocharis', 0.12936817), ('Rugilus', 0.33621067)]"
images_genus/Bisnius/Bisnius puella_8.jpg,Rugilus,"[('Bisnius', 0.06878082), ('Lithocharis', 0.12840033), ('Rugilus', 0.33567393)]"
images_genus/Bisnius/Bisnius puella_9.jpg,Rugilus,"[('Bisnius', 0.069736905), ('Lithocharis', 0.12781651), ('Rugilus', 0.33997205)]"
images_genus/Bisnius/Bisnius sordidus_25.jpg,Rugilus,"[('Bisnius', 0.06993067), ('Lithocharis', 0.13002199), ('Rugilus', 0.3299063)]"
images_genus/Bisnius/Bisnius sordidus_26.jpg,Rugilus,"[('Bisnius', 0.068427175), ('Lithocharis', 0.13239844), ('Rugilus', 0.33432668)]"
images_genus/Bisnius/Bisnius sordidus_27.jpg,Rugilus,"[('Bisnius', 0.06933084), ('Lithocharis', 0.12810764), ('Rugilus', 0.33870652)]"
images_genus/Bisnius/Bisnius sordidus_28.jpg,Rugilus,"[('Bisnius', 0.06881958), ('Lithocharis', 0.12926579), ('Rugilus', 0.3351694)]"
images_genus/Bisnius/Bisnius sordidus_29.jpg,Rugilus,"[('Bisnius', 0.069033295), ('Lithocharis', 0.12880827), ('Rugilus', 0.33339268)]"
images_genus/Bisnius/Bisnius sordidus_30.jpg,Rugilus,"[('Bisnius', 0.068185754), ('Lithocharis', 0.13049702), ('Rugilus', 0.3370877)]"
images_genus/Bisnius/Bisnius sordidus_31.jpg,Rugilus,"[('Bisnius', 0.06884209), ('Lithocharis', 0.12877305), ('Rugilus', 0.34043574)]"
images_genus/Bisnius/Bisnius sordidus_32.jpg,Rugilus,"[('Bisnius', 0.06852429), ('Lithocharis', 0.13103762), ('Rugilus', 0.3376007)]"
images_genus/Bisnius/Bisnius sordidus_33.jpg,Rugilus,"[('Bisnius', 0.06841589), ('Lithocharis', 0.13245156), ('Rugilus', 0.33284935)]"
images_genus/Bisnius/Bisnius sordidus_34.jpg,Rugilus,"[('Bisnius', 0.06947415), ('Lithocharis', 0.12966178), ('Rugilus', 0.33951277)]"
images_genus/Bisnius/Bisnius sordidus_35.jpg,Rugilus,"[('Bisnius', 0.06864372), ('Lithocharis', 0.13042808), ('Rugilus', 0.33616933)]"
images_genus/Bisnius/Bisnius sordidus_36.jpg,Rugilus,"[('Bisnius', 0.06866215), ('Lithocharis', 0.13158707), ('Rugilus', 0.33118084)]"
images_genus/Bisnius/Bisnius sordidus_37.jpg,Rugilus,"[('Bisnius', 0.069791056), ('Lithocharis', 0.12963775), ('Rugilus', 0.32960224)]"
images_genus/Bisnius/Bisnius sordidus_38.jpg,Rugilus,"[('Bisnius', 0.06958362), ('Lithocharis', 0.13081942), ('Rugilus', 0.33192125)]"
images_genus/Bisnius/Bisnius sordidus_39.jpg,Rugilus,"[('Bisnius', 0.06966912), ('Lithocharis', 0.13002953), ('Rugilus', 0.3323929)]"
images_genus/Bisnius/Bisnius sordidus_40.jpg,Rugilus,"[('Bisnius', 0.06877346), ('Lithocharis', 0.12925874), ('Rugilus', 0.3413598)]"
images_genus/Bisnius/Bisnius sordidus_41.jpg,Rugilus,"[('Bisnius', 0.06827994), ('Lithocharis', 0.13180004), ('Rugilus', 0.33159778)]"
images_genus/Bisnius/Bisnius sordidus_42.jpg,Rugilus,"[('Bisnius', 0.06808666), ('Lithocharis', 0.13237521), ('Rugilus', 0.3314276)]"
images_genus/Bisnius/Bisnius sordidus_43.jpg,Rugilus,"[('Bisnius', 0.06985526), ('Lithocharis', 0.12773424), ('Rugilus', 0.3365708)]"
images_genus/Bisnius/Bisnius sordidus_44.jpg,Rugilus,"[('Bisnius', 0.06934125), ('Lithocharis', 0.13130184), ('Rugilus', 0.3263489)]"
images_genus/Bisnius/Bisnius sordidus_45.jpg,Rugilus,"[('Bisnius', 0.068897404), ('Lithocharis', 0.13071884), ('Rugilus', 0.32763577)]"
images_genus/Bisnius/Bisnius sordidus_46.jpg,Rugilus,"[('Bisnius', 0.07309995), ('Lithocharis', 0.12373948), ('Rugilus', 0.3431631)]"
images_genus/Bisnius/Bisnius sordidus_47.jpg,Rugilus,"[('Bisnius', 0.06762547), ('Lithocharis', 0.13291544), ('Rugilus', 0.32559162)]"
images_genus/Bisnius/Bisnius sordidus_48.jpg,Rugilus,"[('Bisnius', 0.07152801), ('Lithocharis', 0.12197181), ('Rugilus', 0.35805)]"
images_genus/Bisnius/Bisnius sordidus_49.jpg,Rugilus,"[('Bisnius', 0.0689911), ('Lithocharis', 0.13390231), ('Rugilus', 0.3263703)]"
images_genus/Bisnius/Bisnius sordidus_50.jpg,Rugilus,"[('Bisnius', 0.069277205), ('Lithocharis', 0.13162011), ('Rugilus', 0.32582238)]"
images_genus/Bisnius/Bisnius sordidus_51.jpg,Rugilus,"[('Bisnius', 0.06863981), ('Lithocharis', 0.1305301), ('Rugilus', 0.33090875)]"
images_genus/Bisnius/Bisnius sordidus_52.jpg,Rugilus,"[('Bisnius', 0.06898226), ('Lithocharis', 0.12718783), ('Rugilus', 0.3357292)]"
images_genus/Bisnius/Bisnius sordidus_53.jpg,Rugilus,"[('Bisnius', 0.06952926), ('Lithocharis', 0.12662569), ('Rugilus', 0.34227735)]"
images_genus/Bisnius/Bisnius sordidus_54.jpg,Rugilus,"[('Bisnius', 0.06899115), ('Lithocharis', 0.12659375), ('Rugilus', 0.34025204)]"
images_genus/Bisnius/Bisnius sordidus_55.jpg,Rugilus,"[('Bisnius', 0.07263651), ('Lithocharis', 0.12370776), ('Rugilus', 0.32886407)]"
images_genus/Bisnius/Bisnius sordidus_56.jpg,Rugilus,"[('Bisnius', 0.069000356), ('Lithocharis', 0.13154581), ('Rugilus', 0.32829812)]"
images_genus/Bisnius/Bisnius sordidus_57.jpg,Rugilus,"[('Bisnius', 0.070016906), ('Lithocharis', 0.124766484), ('Rugilus', 0.35232788)]"
images_genus/Bisnius/Bisnius sordidus_58.jpg,Rugilus,"[('Bisnius', 0.069570795), ('Lithocharis', 0.13181293), ('Rugilus', 0.3293706)]"
images_genus/Bisnius/Bisnius sordidus_59.jpg,Rugilus,"[('Bisnius', 0.068056755), ('Lithocharis', 0.13009255), ('Rugilus', 0.338588)]"
images_genus/Bisnius/Bisnius sordidus_60.jpg,Rugilus,"[('Bisnius', 0.071690366), ('Lithocharis', 0.12705314), ('Rugilus', 0.33780453)]"
images_genus/Bisnius/Bisnius sordidus_61.jpg,Rugilus,"[('Bisnius', 0.06696494), ('Lithocharis', 0.13255249), ('Rugilus', 0.33057877)]"
images_genus/Bisnius/Bisnius sordidus_62.jpg,Rugilus,"[('Bisnius', 0.07012611), ('Lithocharis', 0.1276193), ('Rugilus', 0.32855612)]"
images_genus/Bisnius/Bisnius sordidus_63.jpg,Rugilus,"[('Bisnius', 0.07259051), ('Lithocharis', 0.12630326), ('Rugilus', 0.33343816)]"
images_genus/Bisnius/Bisnius sordidus_64.jpg,Rugilus,"[('Bisnius', 0.06803301), ('Lithocharis', 0.12911266), ('Rugilus', 0.33885366)]"
images_genus/Bisnius/Bisnius sordidus_65.jpg,Rugilus,"[('Bisnius', 0.06994102), ('Lithocharis', 0.12544352), ('Rugilus', 0.34228253)]"
images_genus/Bisnius/Bisnius sordidus_66.jpg,Rugilus,"[('Bisnius', 0.06988756), ('Lithocharis', 0.12695922), ('Rugilus', 0.33646715)]"
images_genus/Bisnius/Bisnius sordidus_67.jpg,Rugilus,"[('Bisnius', 0.07241341), ('Lithocharis', 0.123723984), ('Rugilus', 0.34069076)]"
images_genus/Bisnius/Bisnius sordidus_68.jpg,Rugilus,"[('Bisnius', 0.07069227), ('Lithocharis', 0.12464921), ('Rugilus', 0.34138107)]"
images_genus/Bisnius/Bisnius sordidus_69.jpg,Rugilus,"[('Bisnius', 0.0681697), ('Lithocharis', 0.13011158), ('Rugilus', 0.33434373)]"
images_genus/Bisnius/Bisnius sordidus_70.jpg,Rugilus,"[('Bisnius', 0.06882222), ('Lithocharis', 0.13098985), ('Rugilus', 0.33066282)]"
images_genus/Bisnius/Bisnius sordidus_71.jpg,Rugilus,"[('Bisnius', 0.068573326), ('Lithocharis', 0.13249956), ('Rugilus', 0.32426646)]"
images_genus/Bisnius/Bisnius sordidus_72.jpg,Rugilus,"[('Bisnius', 0.070781395), ('Lithocharis', 0.1236749), ('Rugilus', 0.347332)]"
images_genus/Bisnius/Bisnius sordidus_73.jpg,Rugilus,"[('Bisnius', 0.06783141), ('Lithocharis', 0.13406631), ('Rugilus', 0.31946763)]"
images_genus/Bisnius/Bisnius sordidus_74.jpg,Rugilus,"[('Bisnius', 0.070877045), ('Lithocharis', 0.13000438), ('Rugilus', 0.33177677)]"
images_genus/Bisnius/Bisnius subuliformis_10.jpg,Rugilus,"[('Bisnius', 0.06805908), ('Lithocharis', 0.13165593), ('Rugilus', 0.33289692)]"
images_genus/Bisnius/Bisnius subuliformis_11.jpg,Rugilus,"[('Bisnius', 0.06881715), ('Lithocharis', 0.1308297), ('Rugilus', 0.33777726)]"
images_genus/Bisnius/Bisnius subuliformis_12.jpg,Rugilus,"[('Bisnius', 0.06846167), ('Lithocharis', 0.13168916), ('Rugilus', 0.33517435)]"
images_genus/Bisnius/Bisnius subuliformis_13.jpg,Rugilus,"[('Bisnius', 0.06844747), ('Lithocharis', 0.13101955), ('Rugilus', 0.3347377)]"
images_genus/Bisnius/Bisnius subuliformis_14.jpg,Rugilus,"[('Bisnius', 0.06886158), ('Lithocharis', 0.13047813), ('Rugilus', 0.3385866)]"
images_genus/Bisnius/Bisnius subuliformis_15.jpg,Rugilus,"[('Bisnius', 0.06893873), ('Lithocharis', 0.13140208), ('Rugilus', 0.33522537)]"
images_genus/Bisnius/Bisnius subuliformis_16.jpg,Rugilus,"[('Bisnius', 0.06928393), ('Lithocharis', 0.12929097), ('Rugilus', 0.3402058)]"
images_genus/Bisnius/Bisnius subuliformis_17.jpg,Rugilus,"[('Bisnius', 0.069563635), ('Lithocharis', 0.13092692), ('Rugilus', 0.3384088)]"
images_genus/Bisnius/Bisnius subuliformis_18.jpg,Rugilus,"[('Bisnius', 0.068437345), ('Lithocharis', 0.13168076), ('Rugilus', 0.33259127)]"
images_genus/Bisnius/Bisnius subuliformis_6.jpg,Rugilus,"[('Bisnius', 0.06815336), ('Lithocharis', 0.13033593), ('Rugilus', 0.33909443)]"
images_genus/Bisnius/Bisnius subuliformis_7.jpg,Rugilus,"[('Bisnius', 0.06895464), ('Lithocharis', 0.13013245), ('Rugilus', 0.33442745)]"
images_genus/Bisnius/Bisnius subuliformis_8.jpg,Rugilus,"[('Bisnius', 0.06804063), ('Lithocharis', 0.13112934), ('Rugilus', 0.3342494)]"
images_genus/Bisnius/Bisnius subuliformis_9.jpg,Rugilus,"[('Bisnius', 0.06809769), ('Lithocharis', 0.13269167), ('Rugilus', 0.3313971)]"
images_genus/Lobrathium/Lobrathium multipunctum_11.jpg,Rugilus,"[('Bisnius', 0.069120325), ('Lithocharis', 0.13124318), ('Rugilus', 0.33470842)]"
images_genus/Lobrathium/Lobrathium multipunctum_12.jpg,Rugilus,"[('Bisnius', 0.069641344), ('Lithocharis', 0.13017455), ('Rugilus', 0.3368726)]"
images_genus/Lobrathium/Lobrathium multipunctum_13.jpg,Rugilus,"[('Bisnius', 0.070260085), ('Lithocharis', 0.12683728), ('Rugilus', 0.33911365)]"
images_genus/Lobrathium/Lobrathium multipunctum_14.jpg,Rugilus,"[('Bisnius', 0.06969431), ('Lithocharis', 0.1279537), ('Rugilus', 0.33613116)]"
images_genus/Lobrathium/Lobrathium multipunctum_15.jpg,Rugilus,"[('Bisnius', 0.06984289), ('Lithocharis', 0.12819517), ('Rugilus', 0.33330077)]"
images_genus/Lobrathium/Lobrathium multipunctum_16.jpg,Rugilus,"[('Bisnius', 0.06930574), ('Lithocharis', 0.12996742), ('Rugilus', 0.33757934)]"
images_genus/Lobrathium/Lobrathium multipunctum_17.jpg,Rugilus,"[('Bisnius', 0.06867494), ('Lithocharis', 0.13001287), ('Rugilus', 0.33456868)]"
images_genus/Lobrathium/Lobrathium multipunctum_18.jpg,Rugilus,"[('Bisnius', 0.06938004), ('Lithocharis', 0.13088597), ('Rugilus', 0.33238596)]"
images_genus/Lobrathium/Lobrathium multipunctum_19.jpg,Rugilus,"[('Bisnius', 0.06896637), ('Lithocharis', 0.13176297), ('Rugilus', 0.3314976)]"
images_genus/Lobrathium/Lobrathium multipunctum_20.jpg,Rugilus,"[('Bisnius', 0.070983134), ('Lithocharis', 0.1263363), ('Rugilus', 0.33466542)]"
images_genus/Lobrathium/Lobrathium multipunctum_21.jpg,Rugilus,"[('Bisnius', 0.069427766), ('Lithocharis', 0.12993208), ('Rugilus', 0.33724615)]"
images_genus/Lobrathium/Lobrathium multipunctum_22.jpg,Rugilus,"[('Bisnius', 0.07057063), ('Lithocharis', 0.12459033), ('Rugilus', 0.33616075)]"
images_genus/Lobrathium/Lobrathium multipunctum_23.jpg,Rugilus,"[('Bisnius', 0.069201276), ('Lithocharis', 0.13005196), ('Rugilus', 0.3338182)]"
images_genus/Lobrathium/Lobrathium multipunctum_24.jpg,Rugilus,"[('Bisnius', 0.0696737), ('Lithocharis', 0.12746133), ('Rugilus', 0.33848128)]"
images_genus/Lobrathium/Lobrathium multipunctum_25.jpg,Rugilus,"[('Bisnius', 0.0704118), ('Lithocharis', 0.12832427), ('Rugilus', 0.33584708)]"
images_genus/Lobrathium/Lobrathium multipunctum_26.jpg,Rugilus,"[('Bisnius', 0.06957686), ('Lithocharis', 0.12816744), ('Rugilus', 0.33358046)]"
images_genus/Lobrathium/Lobrathium multipunctum_27.jpg,Rugilus,"[('Bisnius', 0.069574825), ('Lithocharis', 0.13122942), ('Rugilus', 0.3260858)]"
images_genus/Lobrathium/Lobrathium multipunctum_28.jpg,Rugilus,"[('Bisnius', 0.06913631), ('Lithocharis', 0.12661633), ('Rugilus', 0.34174177)]"
images_genus/Lobrathium/Lobrathium multipunctum_29.jpg,Rugilus,"[('Bisnius', 0.069295175), ('Lithocharis', 0.12944542), ('Rugilus', 0.33323777)]"
images_genus/Lobrathium/Lobrathium multipunctum_30.jpg,Rugilus,"[('Bisnius', 0.07005018), ('Lithocharis', 0.12777123), ('Rugilus', 0.3360249)]"
images_genus/Lobrathium/Lobrathium multipunctum_31.jpg,Rugilus,"[('Bisnius', 0.06997452), ('Lithocharis', 0.1286271), ('Rugilus', 0.33552775)]"
images_genus/Lobrathium/Lobrathium multipunctum_32.jpg,Rugilus,"[('Bisnius', 0.071725346), ('Lithocharis', 0.122749865), ('Rugilus', 0.3495328)]"
images_genus/Lithocharis/Lithocharis nigriceps_10.jpg,Rugilus,"[('Bisnius', 0.06906155), ('Lithocharis', 0.12785079), ('Rugilus', 0.34189898)]"
images_genus/Lithocharis/Lithocharis nigriceps_11.jpg,Rugilus,"[('Bisnius', 0.06918398), ('Lithocharis', 0.12909184), ('Rugilus', 0.34166425)]"
images_genus/Lithocharis/Lithocharis nigriceps_12.jpg,Rugilus,"[('Bisnius', 0.06945971), ('Lithocharis', 0.12920119), ('Rugilus', 0.340546)]"
images_genus/Lithocharis/Lithocharis nigriceps_13.jpg,Rugilus,"[('Bisnius', 0.069013), ('Lithocharis', 0.12916195), ('Rugilus', 0.34113595)]"
images_genus/Lithocharis/Lithocharis nigriceps_14.jpg,Rugilus,"[('Bisnius', 0.069663), ('Lithocharis', 0.12927796), ('Rugilus', 0.33982795)]"
images_genus/Lithocharis/Lithocharis nigriceps_15.jpg,Rugilus,"[('Bisnius', 0.07023128), ('Lithocharis', 0.12927613), ('Rugilus', 0.34001744)]"
images_genus/Lithocharis/Lithocharis nigriceps_16.jpg,Rugilus,"[('Bisnius', 0.06990102), ('Lithocharis', 0.12893449), ('Rugilus', 0.34006655)]"
images_genus/Lithocharis/Lithocharis nigriceps_17.jpg,Rugilus,"[('Bisnius', 0.07027193), ('Lithocharis', 0.12944801), ('Rugilus', 0.3379167)]"
images_genus/Lithocharis/Lithocharis nigriceps_18.jpg,Rugilus,"[('Bisnius', 0.069828406), ('Lithocharis', 0.12991859), ('Rugilus', 0.34076327)]"
images_genus/Lithocharis/Lithocharis nigriceps_19.jpg,Rugilus,"[('Bisnius', 0.06954335), ('Lithocharis', 0.12994576), ('Rugilus', 0.340042)]"
images_genus/Lithocharis/Lithocharis nigriceps_20.jpg,Rugilus,"[('Bisnius', 0.06904863), ('Lithocharis', 0.13073467), ('Rugilus', 0.3394619)]"
images_genus/Lithocharis/Lithocharis nigriceps_21.jpg,Rugilus,"[('Bisnius', 0.06946476), ('Lithocharis', 0.12953202), ('Rugilus', 0.338684)]"
images_genus/Lithocharis/Lithocharis nigriceps_22.jpg,Rugilus,"[('Bisnius', 0.06984173), ('Lithocharis', 0.1293438), ('Rugilus', 0.34287637)]"
images_genus/Lithocharis/Lithocharis nigriceps_23.jpg,Rugilus,"[('Bisnius', 0.06921664), ('Lithocharis', 0.13022864), ('Rugilus', 0.33771318)]"
images_genus/Lithocharis/Lithocharis nigriceps_8.jpg,Rugilus,"[('Bisnius', 0.06939582), ('Lithocharis', 0.12860069), ('Rugilus', 0.34357497)]"
images_genus/Lithocharis/Lithocharis nigriceps_9.jpg,Rugilus,"[('Bisnius', 0.06913682), ('Lithocharis', 0.1296725), ('Rugilus', 0.33851328)]"
images_genus/Lithocharis/Lithocharis ochracea_19.jpg,Rugilus,"[('Bisnius', 0.06805155), ('Lithocharis', 0.13362008), ('Rugilus', 0.32602385)]"
images_genus/Lithocharis/Lithocharis ochracea_20.jpg,Rugilus,"[('Bisnius', 0.06919524), ('Lithocharis', 0.13038655), ('Rugilus', 0.3348741)]"
images_genus/Lithocharis/Lithocharis ochracea_21.jpg,Rugilus,"[('Bisnius', 0.06864518), ('Lithocharis', 0.13090743), ('Rugilus', 0.33497906)]"
images_genus/Lithocharis/Lithocharis ochracea_22.jpg,Rugilus,"[('Bisnius', 0.0684354), ('Lithocharis', 0.131734), ('Rugilus', 0.3305553)]"
images_genus/Lithocharis/Lithocharis ochracea_23.jpg,Rugilus,"[('Bisnius', 0.06823931), ('Lithocharis', 0.13135225), ('Rugilus', 0.3344962)]"
images_genus/Lithocharis/Lithocharis ochracea_24.jpg,Rugilus,"[('Bisnius', 0.06848333), ('Lithocharis', 0.1313744), ('Rugilus', 0.33249125)]"
images_genus/Lithocharis/Lithocharis ochracea_25.jpg,Rugilus,"[('Bisnius', 0.06848116), ('Lithocharis', 0.13185301), ('Rugilus', 0.33196086)]"
images_genus/Lithocharis/Lithocharis ochracea_26.jpg,Rugilus,"[('Bisnius', 0.06910871), ('Lithocharis', 0.13143118), ('Rugilus', 0.33312848)]"
images_genus/Lithocharis/Lithocharis ochracea_27.jpg,Rugilus,"[('Bisnius', 0.06799288), ('Lithocharis', 0.131451), ('Rugilus', 0.33090916)]"
images_genus/Lithocharis/Lithocharis ochracea_28.jpg,Rugilus,"[('Bisnius', 0.06886321), ('Lithocharis', 0.13149534), ('Rugilus', 0.3342945)]"
images_genus/Lithocharis/Lithocharis ochracea_29.jpg,Rugilus,"[('Bisnius', 0.069332376), ('Lithocharis', 0.13146897), ('Rugilus', 0.33276156)]"
images_genus/Lithocharis/Lithocharis ochracea_30.jpg,Rugilus,"[('Bisnius', 0.06742867), ('Lithocharis', 0.13368922), ('Rugilus', 0.3288372)]"
images_genus/Lithocharis/Lithocharis ochracea_31.jpg,Rugilus,"[('Bisnius', 0.068585284), ('Lithocharis', 0.13166444), ('Rugilus', 0.33176607)]"
images_genus/Lithocharis/Lithocharis ochracea_32.jpg,Rugilus,"[('Bisnius', 0.06811085), ('Lithocharis', 0.13328497), ('Rugilus', 0.32922935)]"
images_genus/Lithocharis/Lithocharis ochracea_33.jpg,Rugilus,"[('Bisnius', 0.0687141), ('Lithocharis', 0.13270363), ('Rugilus', 0.3316589)]"
images_genus/Lithocharis/Lithocharis ochracea_34.jpg,Rugilus,"[('Bisnius', 0.06894584), ('Lithocharis', 0.13061231), ('Rugilus', 0.3387707)]"
images_genus/Lithocharis/Lithocharis ochracea_35.jpg,Rugilus,"[('Bisnius', 0.069051094), ('Lithocharis', 0.13136968), ('Rugilus', 0.3337963)]"
images_genus/Lithocharis/Lithocharis ochracea_36.jpg,Rugilus,"[('Bisnius', 0.06907635), ('Lithocharis', 0.13018753), ('Rugilus', 0.33379743)]"
images_genus/Lithocharis/Lithocharis ochracea_37.jpg,Rugilus,"[('Bisnius', 0.06870557), ('Lithocharis', 0.13151035), ('Rugilus', 0.3342044)]"
images_genus/Lithocharis/Lithocharis ochracea_38.jpg,Rugilus,"[('Bisnius', 0.06935485), ('Lithocharis', 0.13240635), ('Rugilus', 0.3269949)]"
images_genus/Lithocharis/Lithocharis ochracea_39.jpg,Rugilus,"[('Bisnius', 0.06908884), ('Lithocharis', 0.13147065), ('Rugilus', 0.33450612)]"
images_genus/Lithocharis/Lithocharis ochracea_40.jpg,Rugilus,"[('Bisnius', 0.06915408), ('Lithocharis', 0.12971559), ('Rugilus', 0.33769363)]"
images_genus/Lithocharis/Lithocharis ochracea_41.jpg,Rugilus,"[('Bisnius', 0.06899585), ('Lithocharis', 0.13191868), ('Rugilus', 0.32969013)]"
images_genus/Lithocharis/Lithocharis ochracea_42.jpg,Rugilus,"[('Bisnius', 0.06933846), ('Lithocharis', 0.13121486), ('Rugilus', 0.33331057)]"
images_genus/Lithocharis/Lithocharis ochracea_43.jpg,Rugilus,"[('Bisnius', 0.06940667), ('Lithocharis', 0.13189939), ('Rugilus', 0.32887438)]"
images_genus/Lithocharis/Lithocharis ochracea_44.jpg,Rugilus,"[('Bisnius', 0.06877352), ('Lithocharis', 0.13238712), ('Rugilus', 0.3340175)]"
images_genus/Lithocharis/Lithocharis ochracea_45.jpg,Rugilus,"[('Bisnius', 0.06944134), ('Lithocharis', 0.13077602), ('Rugilus', 0.33437994)]"
images_genus/Lithocharis/Lithocharis ochracea_46.jpg,Rugilus,"[('Bisnius', 0.06908266), ('Lithocharis', 0.1289092), ('Rugilus', 0.3402554)]"
images_genus/Lithocharis/Lithocharis ochracea_47.jpg,Rugilus,"[('Bisnius', 0.06960409), ('Lithocharis', 0.13033806), ('Rugilus', 0.33476472)]"
images_genus/Lithocharis/Lithocharis ochracea_48.jpg,Rugilus,"[('Bisnius', 0.069003806), ('Lithocharis', 0.13140428), ('Rugilus', 0.33541358)]"
images_genus/Lithocharis/Lithocharis ochracea_49.jpg,Rugilus,"[('Bisnius', 0.06901022), ('Lithocharis', 0.13160923), ('Rugilus', 0.33293334)]"
images_genus/Lithocharis/Lithocharis ochracea_50.jpg,Rugilus,"[('Bisnius', 0.068691686), ('Lithocharis', 0.13201568), ('Rugilus', 0.33347815)]"
images_genus/Lithocharis/Lithocharis ochracea_51.jpg,Rugilus,"[('Bisnius', 0.06896555), ('Lithocharis', 0.13149084), ('Rugilus', 0.3325138)]"
images_genus/Lithocharis/Lithocharis ochracea_52.jpg,Rugilus,"[('Bisnius', 0.06952943), ('Lithocharis', 0.13172375), ('Rugilus', 0.3293119)]"
images_genus/Lithocharis/Lithocharis ochracea_53.jpg,Rugilus,"[('Bisnius', 0.06915479), ('Lithocharis', 0.1290547), ('Rugilus', 0.33762288)]"
images_genus/Lithocharis/Lithocharis ochracea_54.jpg,Rugilus,"[('Bisnius', 0.06948167), ('Lithocharis', 0.13149522), ('Rugilus', 0.32783303)]"
images_genus/Lithocharis/Lithocharis ochracea_55.jpg,Rugilus,"[('Bisnius', 0.06922229), ('Lithocharis', 0.13092326), ('Rugilus', 0.33290526)]"
images_genus/Lithocharis/Lithocharis ochracea_56.jpg,Rugilus,"[('Bisnius', 0.06891609), ('Lithocharis', 0.13260321), ('Rugilus', 0.33297616)]"
images_genus/Lithocharis/Lithocharis ochracea_57.jpg,Rugilus,"[('Bisnius', 0.069164924), ('Lithocharis', 0.12871052), ('Rugilus', 0.3353108)]"
images_genus/Ocypus/Ocypus aeneocephalus_10.jpg,Rugilus,"[('Bisnius', 0.07024958), ('Lithocharis', 0.12765), ('Rugilus', 0.34240323)]"
images_genus/Ocypus/Ocypus aeneocephalus_11.jpg,Rugilus,"[('Bisnius', 0.06827504), ('Lithocharis', 0.13271087), ('Rugilus', 0.32590467)]"
